2210  J2045+0912    clm+05     55.36  -20.33 0.3955551117394          5  clm+05     0.19520E-15          7  clm+05     31.776         4  clm+05     1.99   1.99     tc93       3.21e+07 *       *          *                               

2211  B2043-04      mlt+78     42.68  -27.39 1.5469381168652         17  hlk+04     1.471483E-15        17  hlk+04     35.799        10  hlk+04     3.83   +3.83    tc93       1.67e+07 *       *          *                               
2212  B2044+15      mlt+78     61.11  -16.84 1.1382856833155         12  hlk+04     1.82318E-16         12  hlk+04     39.844        11  hlk+04     2.56   2.56     tc93       9.89e+07 *       *          *                               
2213  B2045+56      dtws85     94.20  8.64   0.476734842147           7  hlk+04     1.112160E-14         4  hlk+04     101.81         3  hlk+04     9.67   9.67     tc93       6.79e+05 *       *          *                               
2214  J2047+1053    rap+12     57.02  -19.64 0.00429                  0  rap+12     *                    0  *          34.6           0  rap+12     2.23   2.23     tc93       *        BT      rap+12     *                               
2215  J2047+5029    jsb+09     89.06  4.38   0.445944557385           4  jsb+09     4.17572E-15         16  jsb+09     107.676        5  jsb+09     5.03   5.03     tc93       1.69e+06 *       *          *                               

2216  B2045-16      tv68       30.51  -33.08 1.961572303613          12  hlk+04     1.095816E-14         4  hlk+04     11.456         5  hlk+04     0.95   0.64     tc93       2.84e+06 *       *          *                               
2217  J2048+2255    naf03      67.45  -12.94 0.2839009641977         10  naf03      0.01516E-15          2  naf03      68.8           1  naf03      6.18   6.18     tc93       2.97e+08 *       *          *                               
2218  J2050+13      naf03      59.32  -19.03 1.220                    1  naf03      *                    0  *          60             1  naf03      5.40   +5.40    tc93       *        *       *          *                               
2219  J2051-0827    sbl+96     39.19  -30.41 0.0045086417449716       2  dlk+01     1.2737E-20           5  dlk+01     20.7449        4  dlk+01     1.28   1.28     tc93       5.61e+09 BT      dlk+01     HE[wkh+12]                      
2220  B2048-72      mlt+78     321.87 -35.00 0.341336231373           4  dmk+93     1.957E-16            2  dmk+93     17.3           4  dmk+93     1.05   1.05     tc93       2.76e+07 *       *          *                               

2221  B2053+21      stwd85     67.83  -14.67 0.8151811027646          8  hlk+04     1.340139E-15         8  hlk+04     36.361        13  hlk+04     2.15   2.15     tc93       9.64e+06 *       *          *                               
2222  J2055+2539    sdz+10     70.69  -12.52 0.3195611745            11  sdz+10     4.08E-15            11  sdz+10     *              0  *          *      *        *          1.24e+06 *       *          NRAD                            
2223  B2053+36      dbtb82     79.13  -5.59  0.2215076382770          3  hlk+04     3.691271E-16        20  hlk+04     97.3140       19  hlk+04     5.00   5.56     tc93       9.51e+06 *       *          *                               
2224  J2102+38      hrk+08     81.12  -5.60  1.19                     0  hrk+08     *                    0  *          85             0  hrk+08     4.86   4.86     tc93       *        *       *          *                               
2225  J2108-3429    lml+98     9.70   -42.16 1.4231018383             2  dsb+98     3.503E-15            3  dsb+98     30.22          1  dsb+98     2.63   +2.63    tc93       6.44e+06 *       *          *                               

2226  B2106+44      dls73      86.91  -2.01  0.4148705368737          6  hlk+04     8.6210E-17           6  hlk+04     139.827       11  hlk+04     5.28   5.28     tc93       7.62e+07 *       *          *                               
2227  J2111+2106    blr+13     69.40  -18.20 3.9538529596             6  blr+13     3.24E-15             2  blr+13     59.74         14  blr+13     5.64   +5.64    tc93       1.93e+07 *       *          *                               
2228  J2111+40      hrk+08     83.78  -5.56  4.061                    0  hrk+08     *                    0  *          120            0  hrk+08     7.21   7.21     tc93       *        *       *          *                               
2229  J2111+4606    pga+12     88.31  -1.45  0.157829924735          10  pga+12     1.430393E-13         8  pga+12     *              0  *          *      *        *          1.75e+04 *       *          NRAD                            
2230  B2110+27      skk+80     74.99  -14.03 1.2028517540847         12  hlk+04     2.622965E-15         9  hlk+04     25.113         4  hlk+04     1.39   1.39     tc93       7.27e+06 *       *          *                               

2231  B2111+46      dl70       89.00  -1.27  1.014684793189           5  hlk+04     7.14612E-16         12  hlk+04     141.26         9  hlk+04     4.00   4.99     tc93       2.25e+07 *       *          *                               
2232  B2113+14      mlt+78     64.46  -23.41 0.4401530669475         14  hlk+04     2.89263E-16         10  hlk+04     56.149         7  hlk+04     4.43   +4.43    tc93       2.41e+07 *       *          *                               
2233  B2122+13      dtws85     65.80  -25.09 0.694053479086           3  hlk+04     7.6801E-16           3  hlk+04     30.12         10  hlk+04     2.09   2.09     tc93       1.43e+07 *       *          *                               
2234  J2124-3358    bjb+97     10.93  -45.44 0.00493111494073988      5  vbc+09     2.05705E-20          5  vbc+09     4.601          3  vbc+09     0.30   0.25     tc93       3.8e+09  *       *          HE[bt99,aaa+09f]                
2235  B2123-67      mlt+78     326.39 -39.78 0.32577128742           11  nmc81      2.26E-16             5  nmc81      35             3  nmc81      2.75   +2.75    tc93       2.28e+07 *       *          *                               

2236  J2129-04      hrm+11     49.31  -36.53 0.00762                  0  hrm+11     *                    0  *          16.9           0  hrm+11     1.03   1.03     tc93       *        *       *          HE                              
2237  B2127+11A     wkm+89     65.01  -27.31 0.11066470446904         5  jcj+06     -0.0210281E-15       2  jcj+06     67.31          5  and92      12.90  +3.84    tc93       *        *       *          *                               
2238  B2127+11B     agk+90     65.01  -27.31 0.05613303552473         9  jcj+06     0.0095406E-15        6  jcj+06     67.69         12  and92      12.90  +3.84    tc93       9.32e+07 *       *          *                               
2239  B2127+11C     agk+90     65.03  -27.32 0.03052929614864         1  jcj+06     0.00498789E-15       2  jcj+06     67.13          5  and92      10.00  +3.84    tc93       9.7e+07  DD      jcj+06     *                               
2240  B2127+11D     pakw91     65.01  -27.31 0.0048028043457          3  and92      -1.075E-17          12  and92      67.3           2  and92      12.90  +3.84    tc93       *        *       *          *                               

2241  B2127+11E     pakw91     65.01  -27.31 0.00465143521539        13  and92      1.78E-19             7  and92      66.51         12  and92      12.90  +3.84    tc93       4.14e+08 *       *          *                               
2242  B2127+11F     and92      65.01  -27.31 0.00402704270710        15  and92      3.2E-20              8  and92      65.52         15  and92      12.90  +3.84    tc93       1.99e+09 *       *          *                               
2243  B2127+11G     and92      65.01  -27.31 0.037660166953           8  and92      2.0E-18              5  and92      66.4           2  and92      12.90  +3.84    tc93       2.98e+08 *       *          *                               
2244  B2127+11H     and92      65.01  -27.31 0.0067433942397          3  and92      2.4E-20             13  and92      67.15         12  and92      12.90  +3.84    tc93       4.45e+09 *       *          *                               
